FishID,GroupID,Rank,LC_Adj,Init_TL,Diff_TL,Perc_change_TL,Shrink,Growth_ThreeGroups,Dev_Temp_LC,M_Temp_LC,Max_Temp_LC,Dev_Temp_LC_INIT,M_Temp_LC_INIT,Max_Temp_LC_INIT
LY344_1,LY344,1,2,70.33,0.33,0.469216551,0,1,0.625,31.822,32.165,2.206,31.827,32.992
LY344_1,LY344,1,5,70.67,0.67,0.948068487,0,1,1.2395,28.5715,29.3885,0.727,30.079,30.457
LY344_1,LY344,1,1,69.5,0.83,1.194244604,0,1,2.206,31.827,32.992,2.155,31.6385,33.4885
LY344_2,LY344,2,1,57.5,-0.83,-1.443478261,1,3,2.206,31.827,32.992,2.155,31.6385,33.4885
LY344_2,LY344,2,5,58.33,-0.5,-0.85719184,1,3,1.2395,28.5715,29.3885,0.727,30.079,30.457
LY344_2,LY344,2,4,57.83,0.5,0.864603147,0,3,0.727,30.079,30.457,1.4,30.932,31.57
LY344_2,LY344,2,2,56.67,0.5,0.882301041,0,3,0.625,31.822,32.165,2.206,31.827,32.992
LY344_2,LY344,2,3,57.17,0.67,1.171943327,0,3,1.4,30.932,31.57,0.625,31.822,32.165
LY347_1,LY347,1,2,77.83,0,0,0,1,1.416,31.93,32.516,1.123,31.657,32.478
LY347_1,LY347,1,5,79.5,0.5,0.628930818,0,1,1.01475,28.03975,28.3085,0.77,29.933,30.28
LY347_1,LY347,1,4,78.67,0.83,1.055040041,0,1,0.77,29.933,30.28,0.75,30.853,31.38
LY347_1,LY347,1,3,77.83,0.83,1.066426828,0,1,0.75,30.853,31.38,1.416,31.93,32.516
LY347_1,LY347,1,1,77,0.83,1.077922078,0,1,1.123,31.657,32.478,1.446,31.16425,32.1735
LY347_2,LY347,2,1,56.5,-0.5,-0.884955752,1,2,1.123,31.657,32.478,1.446,31.16425,32.1735
LY347_2,LY347,2,2,56,0,0,0,2,1.416,31.93,32.516,1.123,31.657,32.478
LY347_2,LY347,2,4,56.33,0.17,0.301793006,0,2,0.77,29.933,30.28,0.75,30.853,31.38
LY347_2,LY347,2,5,56.5,0.33,0.584070796,0,2,1.01475,28.03975,28.3085,0.77,29.933,30.28
LY347_2,LY347,2,3,56,0.33,0.589285714,0,2,0.75,30.853,31.38,1.416,31.93,32.516
LY353B002_1,LY353B002,1,5,76.33,-0.67,-0.877767588,1,3,1.17975,27.531,28.709,0.952,29.842,30.543
LY353B002_1,LY353B002,1,3,75.67,-0.5,-0.660763843,1,3,0.967,30.831,31.457,0.933,32.076,32.678
LY353B002_1,LY353B002,1,2,75,0.67,0.893333333,0,3,0.933,32.076,32.678,1.867,31.473,32.57
LY353B002_1,LY353B002,1,4,75.17,1.17,1.556471997,0,3,0.952,29.842,30.543,0.967,30.831,31.457
LY353B002_1,LY353B002,1,1,71.5,3.5,4.895104895,0,3,1.867,31.473,32.57,1.8575,30.6,32.36
LY353B002_2,LY353B002,2,5,59.83,-0.33,-0.551562761,1,2,1.17975,27.531,28.709,0.952,29.842,30.543
LY353B002_2,LY353B002,2,1,57.5,0,0,0,2,1.867,31.473,32.57,1.8575,30.6,32.36
LY353B002_2,LY353B002,2,3,58.33,0.17,0.291445225,0,2,0.967,30.831,31.457,0.933,32.076,32.678
LY353B002_2,LY353B002,2,2,57.5,0.83,1.443478261,0,2,0.933,32.076,32.678,1.867,31.473,32.57
LY353B002_2,LY353B002,2,4,58.5,1.33,2.273504274,0,2,0.952,29.842,30.543,0.967,30.831,31.457
LY355B012_1,LY355B012,1,2,68.5,-0.17,-0.248175182,1,2,0.907,32.119,32.45,2.027,31.535,32.697
LY355B012_1,LY355B012,1,1,68.5,0,0,0,2,2.027,31.535,32.697,2.138230769,30.59785714,32.61371429
LY355B012_1,LY355B012,1,4,69,0.17,0.246376812,0,2,0.783,29.919,30.508,1.054,30.907,31.587
LY355B012_1,LY355B012,1,5,69.17,0.33,0.477085442,0,2,1.251285714,27.42357143,28.87014286,0.783,29.919,30.508
LY355B012_1,LY355B012,1,3,68.33,0.67,0.980535636,0,2,1.054,30.907,31.587,0.907,32.119,32.45
LY355B012_2,LY355B012,2,2,56,-0.17,-0.303571429,1,2,0.907,32.119,32.45,2.027,31.535,32.697
LY355B012_2,LY355B012,2,1,56,0,0,0,2,2.027,31.535,32.697,2.138230769,30.59785714,32.61371429
LY355B012_2,LY355B012,2,3,55.83,1.17,2.095647501,0,2,1.054,30.907,31.587,0.907,32.119,32.45
LY357_1,LY357,1,1,73,-1.5,-2.054794521,1,2,2.59,31.479,32.77,2.4635,30.64225,32.94025
LY357_1,LY357,1,5,74.33,0.17,0.228709808,0,2,1.29325,27.91775,29.05375,0.883,29.919,30.37
LY357_1,LY357,1,4,73.83,0.5,0.677231478,0,2,0.883,29.919,30.37,1.07,31.024,31.57
LY357_1,LY357,1,2,71.5,0.83,1.160839161,0,2,0.63,31.793,32.143,2.59,31.479,32.77
LY357_1,LY357,1,3,72.33,1.5,2.073828287,0,2,1.07,31.024,31.57,0.63,31.793,32.143
LY357_2,LY357,2,5,61.33,-0.33,-0.538072721,1,2,1.29325,27.91775,29.05375,0.883,29.919,30.37
LY357_2,LY357,2,1,58.5,0,0,0,2,2.59,31.479,32.77,2.4635,30.64225,32.94025
LY357_2,LY357,2,4,61,0.33,0.540983607,0,2,0.883,29.919,30.37,1.07,31.024,31.57
LY357_2,LY357,2,3,60.67,0.33,0.543926158,0,2,1.07,31.024,31.57,0.63,31.793,32.143
LY357_2,LY357,2,2,58.5,2.17,3.709401709,0,2,0.63,31.793,32.143,2.59,31.479,32.77
LY363_1,LY363,1,4,64.33,-0.5,-0.777242344,1,2,0.84,29.926,30.545,1.043,30.862,31.53
LY363_1,LY363,1,5,63.83,0.17,0.266332446,0,2,1.184,27.6515,28.819,0.84,29.926,30.545
LY363_1,LY363,1,2,63,0.33,0.523809524,0,2,0.963,32.114,32.56,1.89,31.476,32.587
LY363_1,LY363,1,3,63.33,1,1.579030475,0,2,1.043,30.862,31.53,0.963,32.114,32.56
LY363_1,LY363,1,1,61.5,1.5,2.43902439,0,2,1.89,31.476,32.587,1.9515,30.6025,32.397
LY363_2,LY363,2,5,50.33,-0.33,-0.655672561,1,3,1.184,27.6515,28.819,0.84,29.926,30.545
LY363_2,LY363,2,3,50.33,-0.17,-0.337770713,1,3,1.043,30.862,31.53,0.963,32.114,32.56
LY363_2,LY363,2,2,50.5,-0.17,-0.336633663,1,3,0.963,32.114,32.56,1.89,31.476,32.587
LY363_2,LY363,2,4,50.17,0.17,0.338847917,0,3,0.84,29.926,30.545,1.043,30.862,31.53
LY363_2,LY363,2,1,48.5,2,4.12371134,0,3,1.89,31.476,32.587,1.9515,30.6025,32.397
LY372_1,LY372,1,4,67,-0.33,-0.492537313,1,2,0.52,29.946,30.26,1.05,30.868,31.66
LY372_1,LY372,1,2,67,0,0,0,2,0.645,32.271,32.58,1.63,31.77,32.73
LY372_1,LY372,1,3,67,0,0,0,2,1.05,30.868,31.66,0.645,32.271,32.58
LY372_1,LY372,1,5,66.67,0.33,0.494975251,0,2,1.024285714,27.46071429,28.13142857,0.52,29.946,30.26
LY372_1,LY372,1,1,64,3,4.6875,0,2,1.63,31.77,32.73,1.691538462,31.06857143,32.31714286
LY372_2,LY372,2,1,50,0,0,0,1,1.63,31.77,32.73,1.691538462,31.06857143,32.31714286
LY372_2,LY372,2,2,50,0,0,0,1,0.645,32.271,32.58,1.63,31.77,32.73
LY372_2,LY372,2,3,50,1.17,2.34,0,1,1.05,30.868,31.66,0.645,32.271,32.58
LY386_1,LY386,1,2,76.5,-0.5,-0.653594771,1,2,1.04,32.269,32.74,1.605,31.825,32.665
LY386_1,LY386,1,3,76,0.17,0.223684211,0,2,1.003,30.905,31.66,1.04,32.269,32.74
LY386_1,LY386,1,1,76,0.5,0.657894737,0,2,1.605,31.825,32.665,1.818,29.573,31.435
LY386_2,LY386,2,1,54.5,0.5,0.917431193,0,1,1.605,31.825,32.665,1.818,29.573,31.435
LY386_2,LY386,2,3,59.17,2.33,3.937806321,0,1,1.003,30.905,31.66,1.04,32.269,32.74
LY386_2,LY386,2,2,55,4.17,7.581818182,0,1,1.04,32.269,32.74,1.605,31.825,32.665
LY394_1,LY394,1,2,77.67,-0.17,-0.218874726,1,2,1.075,32.153,32.69,1.409,31.462,32.242
LY394_1,LY394,1,3,77.5,0.17,0.219354839,0,2,0.97,30.788,31.43,1.075,32.153,32.69
LY394_1,LY394,1,1,77,0.67,0.87012987,0,2,1.409,31.462,32.242,1.4115,30.602,31.69925
LY394_1,LY394,1,5,79,1,1.265822785,0,2,1.131,27.551,28.62575,1.07,29.883,30.613
LY394_1,LY394,1,4,77.67,1.33,1.71237286,0,2,1.07,29.883,30.613,0.97,30.788,31.43
LY394_2,LY394,2,1,51,-0.5,-0.980392157,1,2,1.409,31.462,32.242,1.4115,30.602,31.69925
LY394_2,LY394,2,3,53.67,0,0,0,2,0.97,30.788,31.43,1.075,32.153,32.69
LY394_2,LY394,2,5,54.5,0.83,1.52293578,0,2,1.131,27.551,28.62575,1.07,29.883,30.613
LY394_2,LY394,2,4,53.67,0.83,1.546487796,0,2,1.07,29.883,30.613,0.97,30.788,31.43
LY394_2,LY394,2,2,50.5,3.17,6.277227723,0,2,1.075,32.153,32.69,1.409,31.462,32.242
LY399_1,LY399,1,1,80,-1.83,-2.2875,1,3,0.879,31.534,32.042,0.8225,30.76275,31.32175
LY399_1,LY399,1,5,80.33,-0.5,-0.622432466,1,3,0.8805,27.45325,28.31725,0.933,29.796,30.443
LY399_1,LY399,1,3,80,0,0,0,3,0.89,30.741,31.348,0.82,32.146,32.56
LY399_1,LY399,1,4,80,0.33,0.4125,0,3,0.933,29.796,30.443,0.89,30.741,31.348
LY399_1,LY399,1,2,78.17,1.83,2.341051554,0,3,0.82,32.146,32.56,0.879,31.534,32.042
LY399_2,LY399,2,1,61,-1,-1.639344262,1,2,0.879,31.534,32.042,0.8225,30.76275,31.32175
LY399_2,LY399,2,3,61.33,0,0,0,2,0.89,30.741,31.348,0.82,32.146,32.56
LY399_2,LY399,2,4,61.33,0,0,0,2,0.933,29.796,30.443,0.89,30.741,31.348
LY399_2,LY399,2,5,61.33,0.17,0.277188978,0,2,0.8805,27.45325,28.31725,0.933,29.796,30.443
LY399_2,LY399,2,2,60,1.33,2.216666667,0,2,0.82,32.146,32.56,0.879,31.534,32.042
LY479_1,LY479,1,4,71,-0.5,-0.704225352,1,3,0.86,30.009,30.46,0.67,31.071,31.47
LY479_1,LY479,1,5,70.5,-0.33,-0.468085106,1,3,1.19,28.02785714,27.97857143,0.86,30.009,30.46
LY479_1,LY479,1,1,70.5,0,0,0,3,1.625,31.712,32.47,1.980769231,31.05928571,31.84285714
LY479_1,LY479,1,2,70.5,0,0,0,3,1.44,31.909,32.86,1.625,31.712,32.47
LY479_1,LY479,1,3,70.5,0.5,0.709219858,0,3,0.67,31.071,31.47,1.44,31.909,32.86
LY479_2,LY479,2,3,57,0.17,0.298245614,0,1,0.67,31.071,31.47,1.44,31.909,32.86
LY479_2,LY479,2,2,56.83,0.17,0.299137779,0,1,1.44,31.909,32.86,1.625,31.712,32.47
LY479_2,LY479,2,1,56,0.83,1.482142857,0,1,1.625,31.712,32.47,1.980769231,31.05928571,31.84285714
LY529B016_1,LY529B016,1,3,78,-0.67,-0.858974359,1,2,1.333,31.088,32.068,0.96,31.985,32.39
LY529B016_1,LY529B016,1,2,78,0,0,0,2,0.96,31.985,32.39,2.042,31.795,32.962
LY529B016_1,LY529B016,1,4,77.33,0.33,0.426742532,0,2,0.627,29.999,30.37,1.333,31.088,32.068
LY529B016_1,LY529B016,1,5,77.67,1,1.287498391,0,2,1.2405,28.04675,28.5155,0.627,29.999,30.37
LY529B016_1,LY529B016,1,1,77,1,1.298701299,0,2,2.042,31.795,32.962,2.2085,31.18925,32.5645
LY529B016_2,LY529B016,2,2,60,-1,-1.666666667,1,2,0.96,31.985,32.39,2.042,31.795,32.962
LY529B016_2,LY529B016,2,5,60.5,0.33,0.545454545,0,2,1.2405,28.04675,28.5155,0.627,29.999,30.37
LY529B016_2,LY529B016,2,4,60,0.5,0.833333333,0,2,0.627,29.999,30.37,1.333,31.088,32.068
LY529B016_2,LY529B016,2,3,59,1,1.694915254,0,2,1.333,31.088,32.068,0.96,31.985,32.39
LY529B016_2,LY529B016,2,1,58,2,3.448275862,0,2,2.042,31.795,32.962,2.2085,31.18925,32.5645
LY551_1,LY551,1,5,72.17,-0.17,-0.23555494,1,2,1.25,27.821,28.643,0.717,30.22,30.673
LY551_1,LY551,1,2,70.5,0,0,0,2,1.106,32.222,32.816,2.165,31.059,32.49
LY551_1,LY551,1,3,70.5,0.67,0.95035461,0,2,1.012,30.921,31.625,1.106,32.222,32.816
LY551_1,LY551,1,4,71.17,1,1.405086413,0,2,0.717,30.22,30.673,1.012,30.921,31.625
LY551_1,LY551,1,1,67.5,3,4.444444444,0,2,2.165,31.059,32.49,2.3595,29.73,31.964
LY551_2,LY551,2,5,55.17,-0.33,-0.598151169,1,3,1.25,27.821,28.643,0.717,30.22,30.673
LY551_2,LY551,2,3,54.5,-0.17,-0.311926606,1,3,1.012,30.921,31.625,1.106,32.222,32.816
LY551_2,LY551,2,2,54,0.5,0.925925926,0,3,1.106,32.222,32.816,2.165,31.059,32.49
LY551_2,LY551,2,4,54.33,0.83,1.527701086,0,3,0.717,30.22,30.673,1.012,30.921,31.625
LY551_2,LY551,2,1,52.5,1.5,2.857142857,0,3,2.165,31.059,32.49,2.3595,29.73,31.964
LY79_1,LY79,1,1,66,0,0,0,1,0.923,31.608,32.258,0.907,31.03725,31.94575
LY79_1,LY79,1,4,68,0,0,0,1,0.897,29.928,30.457,0.727,30.771,31.27
LY79_1,LY79,1,5,68,0.5,0.735294118,0,1,0.853,27.86075,28.61925,0.897,29.928,30.457
LY79_1,LY79,1,2,66,0.67,1.015151515,0,1,0.865,32.084,32.52,0.923,31.608,32.258
LY79_1,LY79,1,3,66.67,1.33,1.994900255,0,1,0.727,30.771,31.27,0.865,32.084,32.52
LY79_2,LY79,2,1,51,-1.5,-2.941176471,1,3,0.923,31.608,32.258,0.907,31.03725,31.94575
LY79_2,LY79,2,4,51.83,-0.33,-0.636696894,1,3,0.897,29.928,30.457,0.727,30.771,31.27
LY79_2,LY79,2,3,51.83,0,0,0,3,0.727,30.771,31.27,0.865,32.084,32.52
LY79_2,LY79,2,5,51.5,0.5,0.970873786,0,3,0.853,27.86075,28.61925,0.897,29.928,30.457
LY79_2,LY79,2,2,49.5,2.33,4.707070707,0,3,0.865,32.084,32.52,0.923,31.608,32.258
LY85_1,LY85,1,4,62.83,0.33,0.525226802,0,1,1.05,30.002,30.83,0.777,30.753,31.287
LY85_1,LY85,1,3,62.17,0.67,1.077690204,0,1,0.777,30.753,31.287,1.377,32.203,32.818
LY85_1,LY85,1,2,61.5,0.67,1.089430894,0,1,1.377,32.203,32.818,1.39,31.712,32.61
LY85_1,LY85,1,5,63.17,0.83,1.313914833,0,1,1.1485,27.97,29.33725,1.05,30.002,30.83
LY85_1,LY85,1,1,59,2.5,4.237288136,0,1,1.39,31.712,32.61,1.5535,31.26,32.77275
LY85_2,LY85,2,1,47,-0.83,-1.765957447,1,2,1.39,31.712,32.61,1.5535,31.26,32.77275
LY85_2,LY85,2,4,47.33,0.17,0.359180224,0,2,1.05,30.002,30.83,0.777,30.753,31.287
LY85_2,LY85,2,5,47.5,0.5,1.052631579,0,2,1.1485,27.97,29.33725,1.05,30.002,30.83
LY85_2,LY85,2,2,46.17,0.5,1.082954299,0,2,1.377,32.203,32.818,1.39,31.712,32.61
LY85_2,LY85,2,3,46.67,0.67,1.435611742,0,2,0.777,30.753,31.287,1.377,32.203,32.818
LY90_1,LY90,1,2,68.5,-0.33,-0.481751825,1,2,0.95,32.301,32.737,1.705,31.754,32.73
LY90_1,LY90,1,5,69.33,0.5,0.721188519,0,2,1.0885,27.582,28.018,0.682,29.916,30.283
LY90_1,LY90,1,3,68.17,0.5,0.733460466,0,2,1.017,30.891,31.66,0.95,32.301,32.737
LY90_1,LY90,1,4,68.67,0.67,0.975680792,0,2,0.682,29.916,30.283,1.017,30.891,31.66
LY90_1,LY90,1,1,67,1.5,2.23880597,0,2,1.705,31.754,32.73,1.839,31.044,32.227
LY90_2,LY90,2,5,55.5,0.17,0.306306306,0,1,1.0885,27.582,28.018,0.682,29.916,30.283
LY90_2,LY90,2,2,54,0.17,0.314814815,0,1,0.95,32.301,32.737,1.705,31.754,32.73
LY90_2,LY90,2,3,54.17,0.5,0.923020122,0,1,1.017,30.891,31.66,0.95,32.301,32.737
LY90_2,LY90,2,4,54.67,0.83,1.51820011,0,1,0.682,29.916,30.283,1.017,30.891,31.66
LY90_2,LY90,2,1,52,2,3.846153846,0,1,1.705,31.754,32.73,1.839,31.044,32.227
LY97_1,LY97,1,5,74.33,0.33,0.443966097,0,1,0.81175,27.8175,28.686,0.757,29.899,30.44
LY97_1,LY97,1,3,72.67,0.33,0.45410761,0,1,0.67,30.701,31.17,0.892,32.091,32.475
LY97_1,LY97,1,2,72,0.67,0.930555556,0,1,0.892,32.091,32.475,0.928,31.579,32.223
LY97_1,LY97,1,4,73,1.33,1.821917808,0,1,0.757,29.899,30.44,0.67,30.701,31.17
LY97_1,LY97,1,1,70,2,2.857142857,0,1,0.928,31.579,32.223,0.9955,31.0325,32.013
LY97_2,LY97,2,1,54,-0.67,-1.240740741,1,2,0.928,31.579,32.223,0.9955,31.0325,32.013
LY97_2,LY97,2,3,53.83,0.5,0.928850084,0,2,0.67,30.701,31.17,0.892,32.091,32.475
LY97_2,LY97,2,2,53.33,0.5,0.937558597,0,2,0.892,32.091,32.475,0.928,31.579,32.223
LY97_2,LY97,2,4,54.33,0.83,1.527701086,0,2,0.757,29.899,30.44,0.67,30.701,31.17
LY97_2,LY97,2,5,55.17,1.5,2.718868951,0,2,0.81175,27.8175,28.686,0.757,29.899,30.44
O142_1,O142,1,2,78.5,-4,-5.095541401,1,3,1.398,32.312,32.97,1.3,31.621,32.145
O142_1,O142,1,3,74.5,-0.33,-0.44295302,1,3,0.77,30.802,31.373,1.398,32.312,32.97
O142_1,O142,1,4,74.17,0.33,0.444923824,0,3,0.34,29.988,30.22,0.77,30.802,31.373
O142_1,O142,1,5,74.5,1,1.342281879,0,3,0.952,27.69725,27.3615,0.34,29.988,30.22
O142_1,O142,1,1,75,3.5,4.666666667,0,3,1.3,31.621,32.145,1.829,30.90175,31.0475
O142_2,O142,2,5,57.33,-0.33,-0.575614861,1,2,0.952,27.69725,27.3615,0.34,29.988,30.22
O142_2,O142,2,4,57,0.33,0.578947368,0,2,0.34,29.988,30.22,0.77,30.802,31.373
O142_2,O142,2,2,56,0.33,0.589285714,0,2,1.398,32.312,32.97,1.3,31.621,32.145
O142_2,O142,2,3,56.33,0.67,1.189419492,0,2,0.77,30.802,31.373,1.398,32.312,32.97
O142_2,O142,2,1,55,1,1.818181818,0,2,1.3,31.621,32.145,1.829,30.90175,31.0475
O36_1,O36,1,2,73.33,-0.5,-0.681849175,1,2,1.5,32.15,32.685,1.157,31.608,32.333
O36_1,O36,1,5,75,0,0,0,2,1.0405,27.7775,28.41975,0.905,29.945,30.415
O36_1,O36,1,1,73,0.33,0.452054795,0,2,1.157,31.608,32.333,1.4545,30.9355,32.03425
O36_1,O36,1,3,72.83,0.67,0.91995057,0,2,0.6,30.823,31.21,1.5,32.15,32.685
O36_1,O36,1,4,73.5,1.5,2.040816327,0,2,0.905,29.945,30.415,0.6,30.823,31.21
O36_2,O36,2,5,57.33,-0.67,-1.168672597,1,3,1.0405,27.7775,28.41975,0.905,29.945,30.415
O36_2,O36,2,2,57,-0.5,-0.877192982,1,3,1.5,32.15,32.685,1.157,31.608,32.333
O36_2,O36,2,3,56.5,-0.17,-0.300884956,1,3,0.6,30.823,31.21,1.5,32.15,32.685
O36_2,O36,2,4,56.33,1,1.775252974,0,3,0.905,29.945,30.415,0.6,30.823,31.21
O36_2,O36,2,1,55,2,3.636363636,0,3,1.157,31.608,32.333,1.4545,30.9355,32.03425
SY517_1,SY517,1,4,74,-0.67,-0.905405405,1,3,0.853,29.864,30.24,1.378,31.133,32.088
SY517_1,SY517,1,2,74,-0.33,-0.445945946,1,3,0.917,32.089,32.357,1.473,31.578,32.413
SY517_1,SY517,1,1,74,0,0,0,3,1.473,31.578,32.413,1.505,30.4655,31.2315
SY517_1,SY517,1,3,73.67,0.33,0.447943532,0,3,1.378,31.133,32.088,0.917,32.089,32.357
SY517_1,SY517,1,5,73.33,1.33,1.813718805,0,3,0.967203962,27.4165,27.8375,0.853,29.864,30.24
SY517_2,SY517,2,4,57.17,-0.67,-1.171943327,1,2,0.853,29.864,30.24,1.378,31.133,32.088
SY517_2,SY517,2,3,56.67,0.5,0.882301041,0,2,1.378,31.133,32.088,0.917,32.089,32.357
SY517_2,SY517,2,5,56.5,0.5,0.884955752,0,2,0.967203962,27.4165,27.8375,0.853,29.864,30.24
SY517_2,SY517,2,2,56,0.67,1.196428571,0,2,0.917,32.089,32.357,1.473,31.578,32.413
SY517_2,SY517,2,1,55,1,1.818181818,0,2,1.473,31.578,32.413,1.505,30.4655,31.2315
SY518_1,SY518,1,3,67.83,-0.33,-0.486510394,1,3,1.498,31.155,31.933,1.287,31.931,32.287
SY518_1,SY518,1,5,67.83,-0.33,-0.486510394,1,3,1.44025,27.1385,27.37225,0.347,29.725,29.927
SY518_1,SY518,1,4,67.5,0.33,0.488888889,0,3,0.347,29.725,29.927,1.498,31.155,31.933
SY518_1,SY518,1,2,66.5,1.33,2,0,3,1.287,31.931,32.287,2.629,31.383,32.46
SY518_1,SY518,1,1,64,2.5,3.90625,0,3,2.629,31.383,32.46,3.099,30.0135,31.34875
SY518_2,SY518,2,5,55.33,-0.17,-0.307247425,1,2,1.44025,27.1385,27.37225,0.347,29.725,29.927
SY518_2,SY518,2,1,53,0,0,0,2,2.629,31.383,32.46,3.099,30.0135,31.34875
SY518_2,SY518,2,3,53.67,0.67,1.248369666,0,2,1.498,31.155,31.933,1.287,31.931,32.287
SY518_2,SY518,2,2,53,0.67,1.264150943,0,2,1.287,31.931,32.287,2.629,31.383,32.46
SY518_2,SY518,2,4,54.33,1,1.840603718,0,2,0.347,29.725,29.927,1.498,31.155,31.933
SY598_1,SY598,1,3,65.67,-0.17,-0.258870108,1,2,0.78,30.705,31.28,0.95,32.116,32.61
SY598_1,SY598,1,1,63.5,0,0,0,2,0.777,31.62,32.157,0.8455,31.113,31.616
SY598_1,SY598,1,4,65.5,0.5,0.763358779,0,2,0.813,29.915,30.427,0.78,30.705,31.28
SY598_1,SY598,1,5,66,2,3.03030303,0,2,0.83,27.85,28.356,0.813,29.915,30.427
SY598_1,SY598,1,2,63.5,2.17,3.417322835,0,2,0.95,32.116,32.61,0.777,31.62,32.157
SY598_2,SY598,2,3,52.5,0,0,0,1,0.78,30.705,31.28,0.95,32.116,32.61
SY598_2,SY598,2,5,53.33,0.17,0.318769923,0,1,0.83,27.85,28.356,0.813,29.915,30.427
SY598_2,SY598,2,4,52.5,0.83,1.580952381,0,1,0.813,29.915,30.427,0.78,30.705,31.28
SY598_2,SY598,2,1,48.5,1.5,3.092783505,0,1,0.777,31.62,32.157,0.8455,31.113,31.616
SY598_2,SY598,2,2,50,2.5,5,0,1,0.95,32.116,32.61,0.777,31.62,32.157
